student_id,exam_type,exam_date,Diagnosis: Cardiovascular,Diagnosis: Endocrine,Diagnosis: GI,Diagnosis: Neuro,Diagnosis: Renal,Foundation: Cardiovascular,Foundation: Endocrine,Foundation: GI,Foundation: Neuro,Foundation: Renal,Management: Endocrine,Management: GI,Management: Neuro,Management: Renal,Prevention: Cardiovascular,Prevention: Endocrine,Prevention: GI,Prevention: Neuro,Prevention: Renal,Management: Cardiovascular
S0015,CCSE,2023-05-01,50,NA,66.7,0,60,66.7,75,100,100,100,0,33.3,66.7,100,66.7,75,66.7,100,100,50
S0015,CCSSA,2023-06-01,33.3,100,66.7,0,100,50,60,0,100,0,100,80,100,NA,50,NA,100,50,75,40
S0015,CCSSA,2023-06-25,50,60,100,50,66.7,0,80,66.7,100,50,60,50,100,50,50,50,50,100,100,50
S0015,Family Medicine,2022-08-15,66.7,0,100,33.3,100,100,100,75,50,60,100,77.8,100,83.3,66.7,100,100,0,37.5,100
S0015,Internal Medicine,2022-10-10,80,33.3,50,83.3,50,100,50,75,75,50,100,50,25,50,75,100,66.7,66.7,100,0
S0015,ObGyn,2023-03-20,50,66.7,100,66.7,100,50,100,50,60,66.7,50,100,0,NA,33.3,40,100,83.3,66.7,100
S0015,Surgery,2023-01-10,14.3,NA,100,66.7,0,33.3,100,75,50,100,100,100,20,50,66.7,60,100,25,100,0
S0016,CAS Proctored,2022-11-15,100,0,50,50,100,0,75,66.7,25,50,66.7,50,75,100,100,25,100,50,50,50
S0016,CAS Proctored,2023-03-15,50,75,100,50,33.3,100,0,60,66.7,0,50,80,100,100,66.7,25,50,60,80,NA
S0016,CBSE,2021-10-15,66.7,25,60,100,NA,100,50,50,0,0,66.7,57.1,100,80,88.9,NA,NA,0,100,66.7
S0016,CBSE,2022-02-10,75,66.7,100,100,100,0,100,20,33.3,50,75,50,100,66.7,50,0,100,100,66.7,0
S0016,CBSSA,2022-04-20,100,100,100,60,0,66.7,50,50,42.9,66.7,100,0,50,50,60,60,100,NA,0,50
S0016,CBSSA,2022-05-25,100,66.7,100,83.3,0,75,75,100,100,50,100,75,66.7,57.1,100,66.7,75,66.7,0,66.7
S0016,CCSE,2023-01-20,0,66.7,75,50,0,100,100,71.4,100,50,66.7,100,50,16.7,0,0,33.3,50,100,0
S0016,CCSE,2023-05-01,66.7,50,66.7,100,0,25,100,25,100,66.7,66.7,66.7,100,100,33.3,66.7,83.3,50,50,100
S0016,CCSSA,2023-06-01,50,0,83.3,100,100,50,83.3,50,50,100,50,66.7,33.3,NA,40,100,NA,66.7,50,0
S0016,CCSSA,2023-06-25,0,0,50,NA,100,33.3,100,100,50,83.3,37.5,100,0,60,NA,100,66.7,80,50,80
S0016,Family Medicine,2022-08-15,100,100,33.3,75,NA,75,66.7,75,75,50,33.3,80,100,0,100,50,83.3,100,50,33.3
S0016,Internal Medicine,2022-10-10,60,100,0,NA,100,100,0,100,33.3,66.7,100,50,100,75,40,60,50,NA,100,60
S0016,ObGyn,2023-03-20,0,50,66.7,0,100,100,50,50,100,25,66.7,75,50,60,NA,100,66.7,100,75,100
S0016,Surgery,2023-01-10,50,33.3,100,50,100,25,50,0,100,50,100,66.7,75,50,100,75,100,60,50,75
S0017,CAS Proctored,2022-11-15,50,40,75,75,50,33.3,0,100,83.3,50,100,50,0,75,50,80,NA,33.3,100,33.3
S0017,CAS Proctored,2023-03-15,66.7,100,66.7,75,66.7,50,100,100,66.7,100,50,NA,33.3,100,50,0,66.7,0,66.7,66.7
S0017,CBSE,2021-10-15,100,50,100,50,0,33.3,50,40,75,100,50,100,71.4,33.3,100,NA,75,100,50,75
S0017,CBSE,2022-02-10,66.7,75,66.7,100,50,33.3,66.7,NA,50,66.7,33.3,50,NA,100,NA,50,66.7,100,50,71.4
S0017,CBSSA,2022-04-20,66.7,66.7,0,50,60,100,100,50,NA,66.7,100,60,75,33.3,50,66.7,66.7,66.7,100,100
S0017,CBSSA,2022-05-25,100,100,66.7,50,100,100,50,100,80,50,0,100,60,0,75,100,33.3,0,0,75
S0017,CCSE,2023-01-20,75,60,88.9,100,20,0,25,66.7,100,50,NA,100,0,40,0,100,50,100,100,100
S0017,CCSE,2023-05-01,100,100,0,80,60,100,NA,100,100,50,75,100,100,66.7,66.7,100,0,100,75,66.7
S0017,CCSSA,2023-06-01,NA,0,100,0,NA,60,NA,66.7,66.7,50,100,80,100,50,100,33.3,40,100,100,100
S0017,CCSSA,2023-06-25,100,71.4,25,100,NA,75,75,NA,100,71.4,75,100,100,100,50,100,75,57.1,NA,100
S0017,Family Medicine,2022-08-15,100,50,NA,50,100,NA,60,60,50,75,100,25,50,50,60,NA,100,50,100,NA
S0017,Internal Medicine,2022-10-10,33.3,0,75,60,50,0,0,66.7,100,66.7,100,100,50,NA,75,100,42.9,60,50,33.3
S0017,ObGyn,2023-03-20,75,100,100,60,100,100,100,66.7,71.4,66.7,100,100,NA,100,100,75,83.3,0,100,33.3
S0017,Surgery,2023-01-10,33.3,100,0,NA,66.7,100,100,66.7,50,0,66.7,75,100,100,66.7,50,80,66.7,14.3,50
S0018,CAS Proctored,2022-11-15,66.7,83.3,50,60,NA,100,100,0,75,100,0,100,100,0,100,20,0,33.3,60,100
S0018,CAS Proctored,2023-03-15,66.7,100,75,100,0,80,66.7,50,50,33.3,NA,100,33.3,75,50,80,100,60,80,66.7
S0018,CBSE,2021-10-15,50,0,40,25,66.7,100,100,100,100,100,66.7,100,100,0,100,75,66.7,66.7,75,66.7
S0018,CBSE,2022-02-10,50,100,75,100,33.3,100,33.3,NA,33.3,60,100,75,66.7,0,0,60,20,0,100,50
S0018,CBSSA,2022-04-20,66.7,25,60,100,50,50,100,100,0,100,75,0,50,0,75,50,0,NA,66.7,50
S0018,CBSSA,2022-05-25,NA,60,50,NA,100,50,100,50,66.7,50,66.7,75,71.4,100,50,33.3,50,83.3,100,50
S0018,CCSE,2023-01-20,50,75,75,66.7,25,50,0,100,100,20,50,0,0,100,50,80,0,50,66.7,25
S0018,CCSE,2023-05-01,100,66.7,75,100,33.3,60,100,100,66.7,60,NA,71.4,25,100,0,50,60,100,100,100
S0018,CCSSA,2023-06-01,0,66.7,100,100,75,25,50,100,66.7,60,60,66.7,33.3,100,100,66.7,100,80,50,80
S0018,CCSSA,2023-06-25,62.5,50,25,60,100,100,66.7,66.7,0,50,100,50,50,75,75,100,NA,50,100,50
S0018,Family Medicine,2022-08-15,75,66.7,33.3,0,0,50,100,75,100,66.7,100,80,NA,40,83.3,25,NA,80,50,50
S0018,Internal Medicine,2022-10-10,NA,0,60,50,80,50,66.7,50,100,100,100,66.7,0,33.3,50,100,66.7,80,25,50
S0018,ObGyn,2023-03-20,100,66.7,NA,0,100,100,25,80,0,75,50,100,50,100,100,100,60,50,50,33.3
S0018,Surgery,2023-01-10,33.3,57.1,75,80,50,100,100,50,100,NA,33.3,33.3,60,50,100,50,0,80,66.7,50
S0019,CAS Proctored,2022-11-15,75,50,50,0,0,NA,75,66.7,25,33.3,50,25,NA,100,80,75,50,100,100,50
S0019,CAS Proctored,2023-03-15,100,66.7,60,50,100,0,75,100,100,100,0,100,50,NA,100,80,0,0,33.3,100
S0019,CBSE,2021-10-15,25,100,66.7,40,66.7,NA,40,100,100,50,100,100,33.3,50,100,75,66.7,100,50,60
S0019,CBSE,2022-02-10,66.7,0,66.7,50,60,NA,100,50,100,NA,100,100,80,60,100,100,100,33.3,33.3,33.3
S0019,CBSSA,2022-04-20,0,50,100,50,100,100,80,66.7,50,0,71.4,0,0,66.7,100,0,50,50,50,50
S0019,CBSSA,2022-05-25,57.1,66.7,50,100,100,50,75,66.7,66.7,100,100,100,100,100,25,0,50,50,60,60
S0019,CCSE,2023-01-20,50,100,75,66.7,40,100,100,50,25,83.3,75,50,100,66.7,100,40,100,100,50,0
S0019,CCSE,2023-05-01,75,0,100,50,100,100,33.3,100,66.7,100,100,100,80,100,100,60,100,100,50,0
S0019,CCSSA,2023-06-01,NA,62.5,25,0,100,100,25,75,100,66.7,25,40,100,100,66.7,100,33.3,0,75,66.7
S0019,CCSSA,2023-06-25,66.7,100,0,50,100,50,100,100,0,40,75,100,50,100,20,33.3,66.7,100,100,100
S0019,Family Medicine,2022-08-15,50,50,40,100,0,100,80,75,100,33.3,60,83.3,100,66.7,66.7,80,66.7,50,50,50
S0019,Internal Medicine,2022-10-10,100,0,60,66.7,100,100,100,100,71.4,60,50,50,66.7,66.7,NA,NA,75,60,75,33.3
S0019,ObGyn,2023-03-20,60,60,33.3,100,66.7,66.7,0,40,50,100,0,100,50,100,NA,66.7,50,100,80,60
S0019,Surgery,2023-01-10,80,66.7,0,50,100,25,50,75,0,66.7,80,100,100,NA,66.7,NA,100,75,100,80
S0020,CAS Proctored,2022-11-15,NA,66.7,100,100,100,75,25,100,83.3,0,0,83.3,0,66.7,50,100,100,80,100,100
S0020,CAS Proctored,2023-03-15,100,0,66.7,50,83.3,50,33.3,100,0,75,50,66.7,85.7,NA,100,62.5,0,100,50,NA
S0020,CBSE,2021-10-15,0,60,66.7,100,100,100,0,25,66.7,75,NA,66.7,75,50,100,0,0,100,0,100
S0020,CBSE,2022-02-10,100,33.3,50,66.7,0,NA,33.3,66.7,33.3,50,60,100,0,100,100,100,0,80,66.7,100
S0020,CBSSA,2022-04-20,100,50,75,100,57.1,60,100,33.3,80,66.7,100,66.7,66.7,66.7,0,NA,50,100,40,100
S0020,CBSSA,2022-05-25,75,50,83.3,33.3,100,NA,66.7,50,66.7,80,0,75,100,66.7,100,NA,NA,100,100,50
S0020,CCSE,2023-01-20,20,100,100,75,50,50,33.3,100,100,50,66.7,100,66.7,75,50,50,50,0,33.3,100
S0020,CCSE,2023-05-01,100,50,0,50,66.7,25,50,33.3,0,0,100,66.7,0,50,66.7,60,100,66.7,100,100
S0020,CCSSA,2023-06-01,100,75,0,20,NA,50,100,100,66.7,100,100,80,100,50,71.4,NA,0,33.3,40,60
S0020,CCSSA,2023-06-25,66.7,0,0,100,80,0,25,83.3,50,33.3,66.7,100,0,100,66.7,100,40,33.3,71.4,50
S0020,Family Medicine,2022-08-15,100,33.3,50,60,100,50,71.4,75,100,100,66.7,33.3,NA,100,0,50,100,66.7,100,75
S0020,Internal Medicine,2022-10-10,100,NA,40,100,83.3,100,50,50,33.3,50,50,66.7,75,100,100,100,40,50,100,100
S0020,ObGyn,2023-03-20,75,100,60,NA,50,88.9,33.3,100,33.3,0,0,75,0,100,33.3,NA,60,100,100,75
S0020,Surgery,2023-01-10,40,50,100,100,66.7,100,88.9,100,66.7,100,75,NA,66.7,100,50,60,100,100,100,75
S0021,CAS Proctored,2022-11-15,60,100,75,75,NA,100,50,100,80,50,60,66.7,75,75,50,50,0,100,100,60
S0021,CAS Proctored,2023-03-15,0,33.3,NA,100,NA,100,0,40,100,100,100,66.7,66.7,50,50,75,75,100,40,100
S0021,CBSE,2021-10-15,33.3,33.3,100,75,33.3,100,100,100,100,50,NA,55.6,100,25,100,66.7,33.3,50,50,66.7
S0021,CBSE,2022-02-10,100,42.9,100,100,50,66.7,50,66.7,50,33.3,100,80,100,33.3,66.7,100,100,0,50,100
S0021,CBSSA,2022-04-20,100,100,100,75,20,50,75,66.7,100,50,NA,100,50,66.7,100,66.7,40,0,83.3,100
S0021,CBSSA,2022-05-25,33.3,100,100,66.7,50,50,40,33.3,50,0,100,50,100,0,75,0,100,100,66.7,33.3
S0021,CCSE,2023-01-20,0,0,100,100,100,25,100,100,50,50,50,66.7,42.9,100,33.3,60,80,33.3,50,33.3
S0021,CCSE,2023-05-01,0,0,NA,100,66.7,NA,50,100,100,85.7,87.5,0,50,0,100,66.7,50,0,60,60
S0021,CCSSA,2023-06-01,80,50,100,NA,50,100,0,100,100,66.7,100,100,50,50,20,50,83.3,100,NA,66.7
S0021,CCSSA,2023-06-25,75,25,100,50,75,100,33.3,100,50,25,100,33.3,100,50,50,100,100,50,100,100
S0021,Family Medicine,2022-08-15,25,60,NA,100,NA,100,50,50,50,66.7,75,0,66.7,50,66.7,100,80,100,50,50
S0021,Internal Medicine,2022-10-10,0,66.7,0,0,66.7,50,0,50,60,75,100,60,100,100,75,66.7,83.3,0,100,100
S0021,ObGyn,2023-03-20,0,100,50,100,100,66.7,0,100,0,50,60,25,50,0,50,100,50,NA,100,66.7
S0021,Surgery,2023-01-10,100,100,100,100,50,NA,100,100,50,80,83.3,75,83.3,33.3,75,66.7,75,100,NA,66.7
S0022,CAS Proctored,2022-11-15,50,40,66.7,33.3,33.3,0,100,100,NA,0,100,75,50,75,60,0,60,83.3,66.7,100
S0022,CAS Proctored,2023-03-15,75,0,33.3,100,75,0,100,50,0,100,40,33.3,60,100,50,66.7,50,100,100,33.3
S0022,CBSE,2021-10-15,100,50,0,100,100,100,0,50,85.7,0,66.7,50,100,100,66.7,50,66.7,NA,100,60
S0022,CBSE,2022-02-10,50,0,100,100,75,80,0,100,28.6,50,100,33.3,75,66.7,100,100,66.7,100,100,100
S0022,CBSSA,2022-04-20,50,100,33.3,100,25,66.7,33.3,75,50,75,100,50,100,0,100,NA,50,100,66.7,57.1
S0022,CBSSA,2022-05-25,66.7,100,50,40,0,100,50,60,50,100,60,100,NA,NA,77.8,33.3,0,100,100,100
S0022,CCSE,2023-01-20,75,50,50,100,100,75,33.3,33.3,80,50,100,NA,66.7,100,100,100,0,100,66.7,66.7
S0022,CCSE,2023-05-01,75,33.3,100,100,NA,100,33.3,50,33.3,0,100,50,100,0,50,60,55.6,100,100,60
S0022,CCSSA,2023-06-01,60,66.7,66.7,50,66.7,100,66.7,50,50,75,0,66.7,66.7,66.7,100,75,0,0,50,33.3
S0022,CCSSA,2023-06-25,50,75,NA,100,50,100,60,33.3,100,50,75,100,66.7,0,50,50,100,NA,75,100
S0022,Family Medicine,2022-08-15,100,80,100,75,100,60,100,75,75,33.3,0,25,0,0,25,87.5,100,0,50,100
S0022,Internal Medicine,2022-10-10,66.7,50,100,85.7,40,75,50,75,50,100,50,33.3,40,100,100,NA,NA,50,60,50
S0022,ObGyn,2023-03-20,62.5,75,66.7,100,33.3,0,100,66.7,NA,100,50,100,66.7,100,100,50,0,66.7,50,66.7
S0022,Surgery,2023-01-10,75,100,25,83.3,0,100,100,100,0,0,80,60,100,80,100,100,100,100,80,85.7
S0023,CAS Proctored,2022-11-15,33.3,25,66.7,57.1,NA,0,50,83.3,100,66.7,75,100,66.7,66.7,100,NA,50,100,75,100
S0023,CAS Proctored,2023-03-15,50,100,60,66.7,100,100,100,50,50,50,100,33.3,66.7,66.7,100,50,83.3,100,75,50
S0023,CBSE,2021-10-15,50,66.7,100,50,50,NA,50,50,75,50,40,100,100,75,50,100,50,NA,100,100
S0023,CBSE,2022-02-10,50,100,28.6,100,0,0,40,66.7,33.3,100,66.7,50,33.3,100,50,33.3,50,50,0,50
S0023,CBSSA,2022-04-20,0,100,20,NA,100,50,50,50,33.3,33.3,75,0,33.3,NA,80,0,100,66.7,50,75
S0023,CBSSA,2022-05-25,50,100,50,50,100,NA,50,60,75,80,40,100,100,66.7,33.3,50,100,66.7,50,NA
S0023,CCSE,2023-01-20,0,100,80,66.7,100,40,100,100,100,100,40,66.7,50,50,75,75,100,100,100,20
S0023,CCSE,2023-05-01,0,66.7,80,NA,33.3,60,80,100,100,NA,60,66.7,75,75,80,66.7,0,100,0,75
S0023,CCSSA,2023-06-01,66.7,50,100,33.3,50,100,50,0,33.3,NA,NA,33.3,33.3,75,100,NA,60,0,40,71.4
S0023,CCSSA,2023-06-25,100,50,60,75,100,100,60,50,100,50,0,75,NA,40,66.7,100,66.7,40,0,71.4
S0023,Family Medicine,2022-08-15,0,33.3,50,66.7,100,100,100,60,100,80,100,66.7,100,66.7,50,57.1,50,80,100,100
S0023,Internal Medicine,2022-10-10,20,0,100,NA,66.7,100,80,50,75,83.3,50,100,60,33.3,33.3,100,66.7,80,NA,20
S0023,ObGyn,2023-03-20,50,25,50,NA,33.3,75,50,0,66.7,60,100,100,50,100,33.3,0,100,60,100,33.3
S0023,Surgery,2023-01-10,NA,80,83.3,25,80,66.7,50,60,50,50,66.7,50,0,75,50,50,33.3,0,100,50
S0024,CAS Proctored,2022-11-15,62.5,100,60,75,100,50,50,50,100,50,66.7,100,40,100,50,0,100,100,75,100
S0024,CAS Proctored,2023-03-15,0,100,0,100,75,66.7,71.4,83.3,100,100,80,75,NA,50,50,60,50,0,0,100
S0024,CBSE,2021-10-15,66.7,50,100,62.5,50,100,NA,75,100,100,33.3,75,100,50,100,66.7,100,0,80,50
S0024,CBSE,2022-02-10,75,66.7,66.7,100,60,50,40,100,60,100,100,100,33.3,75,80,75,50,0,0,66.7
S0024,CBSSA,2022-04-20,100,60,33.3,50,100,0,50,75,100,100,50,75,71.4,100,83.3,0,100,100,80,80
S0024,CBSSA,2022-05-25,100,75,0,40,66.7,50,66.7,0,NA,66.7,50,75,100,100,40,100,100,40,75,100
S0024,CCSE,2023-01-20,75,33.3,66.7,66.7,33.3,100,33.3,100,66.7,66.7,0,100,50,80,100,100,50,50,100,50
S0024,CCSE,2023-05-01,75,50,0,100,80,50,100,75,60,50,80,100,50,100,42.9,100,100,50,33.3,100
S0024,CCSSA,2023-06-01,66.7,80,100,66.7,100,83.3,NA,100,100,50,57.1,66.7,75,0,100,0,100,100,50,75
S0024,CCSSA,2023-06-25,0,60,0,85.7,75,50,66.7,50,66.7,100,100,100,100,50,100,66.7,20,100,100,50
S0024,Family Medicine,2022-08-15,100,33.3,100,60,66.7,0,0,66.7,80,50,100,75,NA,100,83.3,100,0,50,60,40
S0024,Internal Medicine,2022-10-10,100,100,0,66.7,0,33.3,50,50,60,50,100,100,50,100,NA,66.7,50,50,100,33.3
S0024,ObGyn,2023-03-20,25,33.3,33.3,50,50,NA,66.7,0,50,75,75,66.7,50,100,100,80,NA,60,100,50
S0024,Surgery,2023-01-10,0,33.3,33.3,60,100,66.7,100,50,75,50,NA,50,0,50,100,66.7,0,100,0,66.7
S0025,CAS Proctored,2022-11-15,33.3,100,0,50,100,75,100,66.7,75,50,75,28.6,75,50,75,100,66.7,0,50,60
S0025,CAS Proctored,2023-03-15,0,0,NA,100,0,100,100,50,50,NA,75,66.7,80,100,37.5,80,60,0,100,75
S0025,CBSE,2021-10-15,33.3,66.7,66.7,50,50,100,66.7,33.3,100,NA,66.7,66.7,100,0,50,0,100,100,50,100
S0025,CBSE,2022-02-10,50,75,0,50,0,100,100,100,33.3,33.3,50,66.7,100,50,100,75,40,80,50,50
S0025,CBSSA,2022-04-20,100,75,33.3,50,75,100,100,100,100,66.7,33.3,100,0,33.3,50,NA,20,60,0,75
S0025,CBSSA,2022-05-25,75,80,50,66.7,33.3,83.3,50,60,100,50,100,66.7,66.7,66.7,66.7,100,66.7,100,50,100
S0025,CCSE,2023-01-20,100,33.3,66.7,66.7,57.1,100,66.7,100,100,NA,100,100,75,NA,100,60,50,50,100,42.9
S0025,CCSE,2023-05-01,75,100,66.7,100,60,0,NA,80,66.7,33.3,100,0,0,25,50,100,71.4,66.7,83.3,100
S0025,CCSSA,2023-06-01,100,75,0,80,100,50,33.3,50,100,75,100,100,66.7,66.7,100,100,NA,100,33.3,100
S0025,CCSSA,2023-06-25,50,100,33.3,75,50,60,80,100,50,0,50,66.7,33.3,75,50,100,100,33.3,100,0
S0025,Family Medicine,2022-08-15,50,100,NA,66.7,0,40,50,50,100,80,50,0,100,100,100,100,33.3,100,33.3,80
S0025,Internal Medicine,2022-10-10,66.7,85.7,66.7,66.7,50,NA,NA,33.3,60,100,50,100,100,25,100,60,66.7,100,85.7,0
S0025,ObGyn,2023-03-20,66.7,62.5,100,100,100,50,100,50,NA,40,50,50,80,50,66.7,100,100,80,80,50
S0025,Surgery,2023-01-10,80,75,50,100,33.3,75,80,33.3,100,100,100,50,100,75,75,100,33.3,50,100,60
S0026,CAS Proctored,2022-11-15,0,66.7,100,33.3,50,100,83.3,75,100,50,33.3,50,100,0,100,75,50,40,100,25
S0026,CAS Proctored,2023-03-15,75,66.7,100,60,100,100,50,66.7,NA,50,100,NA,33.3,50,100,85.7,66.7,100,66.7,80
S0026,CBSE,2021-10-15,50,0,NA,33.3,0,66.7,50,66.7,100,75,100,0,66.7,40,100,75,0,40,NA,75
S0026,CBSE,2022-02-10,75,50,75,100,100,100,66.7,50,75,100,50,33.3,50,NA,50,100,0,50,50,66.7
S0026,CBSSA,2022-04-20,100,50,60,NA,25,0,60,25,66.7,66.7,0,50,40,50,40,66.7,0,50,75,50
S0026,CBSSA,2022-05-25,20,60,66.7,50,100,50,100,75,0,0,50,100,66.7,100,0,50,50,83.3,25,50
S0026,CCSE,2023-01-20,60,80,100,33.3,80,100,33.3,100,66.7,50,66.7,25,100,66.7,0,100,100,66.7,0,100
S0026,CCSE,2023-05-01,66.7,0,66.7,62.5,100,100,NA,0,33.3,33.3,100,50,100,100,50,100,NA,40,60,66.7
S0026,CCSSA,2023-06-01,0,66.7,100,66.7,25,66.7,100,66.7,0,66.7,50,0,66.7,33.3,66.7,50,50,66.7,83.3,33.3
S0026,CCSSA,2023-06-25,66.7,0,66.7,60,66.7,100,100,100,33.3,100,50,0,100,33.3,100,100,66.7,66.7,75,33.3
S0026,Family Medicine,2022-08-15,66.7,75,75,25,100,100,75,66.7,100,33.3,75,100,NA,50,50,80,50,0,100,50
S0026,Internal Medicine,2022-10-10,0,0,100,100,75,100,40,33.3,66.7,33.3,50,66.7,NA,80,75,50,75,100,50,50
S0026,ObGyn,2023-03-20,83.3,66.7,50,66.7,66.7,75,NA,66.7,100,100,25,75,100,50,100,75,100,0,40,66.7
S0026,Surgery,2023-01-10,100,100,0,50,33.3,0,83.3,100,100,40,50,60,75,80,60,100,100,60,100,66.7
S0027,CAS Proctored,2022-11-15,66.7,NA,80,33.3,50,66.7,50,66.7,100,0,50,80,0,50,50,0,100,100,60,100
S0027,CAS Proctored,2023-03-15,100,33.3,80,100,75,100,20,100,100,0,66.7,33.3,66.7,50,50,50,50,100,33.3,33.3
S0027,CBSE,2021-10-15,100,100,100,60,0,33.3,50,85.7,0,66.7,66.7,100,100,0,100,83.3,50,33.3,50,100
S0027,CBSE,2022-02-10,66.7,50,100,50,33.3,NA,100,33.3,75,NA,50,100,66.7,33.3,100,100,57.1,75,66.7,100
S0027,CBSSA,2022-04-20,57.1,100,0,100,0,50,75,100,33.3,66.7,50,NA,100,80,66.7,0,50,60,80,50
S0027,CBSSA,2022-05-25,100,80,60,33.3,75,0,50,40,100,66.7,40,50,75,NA,100,66.7,0,80,66.7,25
S0027,CCSE,2023-01-20,66.7,66.7,100,40,0,50,0,66.7,87.5,100,50,100,100,100,80,50,100,33.3,100,50
S0027,CCSE,2023-05-01,100,100,66.7,60,60,100,100,33.3,75,50,75,NA,66.7,50,100,100,77.8,100,33.3,66.7
S0027,CCSSA,2023-06-01,80,66.7,42.9,75,100,66.7,66.7,33.3,0,100,100,50,100,100,100,NA,100,100,50,33.3
S0027,CCSSA,2023-06-25,NA,66.7,75,100,0,0,50,0,50,66.7,40,20,66.7,50,100,87.5,0,NA,33.3,75
S0027,Family Medicine,2022-08-15,100,25,66.7,100,100,100,60,33.3,100,50,66.7,50,60,100,100,60,0,0,100,50
S0027,Internal Medicine,2022-10-10,25,66.7,66.7,100,NA,50,50,50,83.3,80,75,100,50,50,0,NA,83.3,100,0,50
S0027,ObGyn,2023-03-20,87.5,NA,66.7,100,50,57.1,NA,50,66.7,0,100,100,100,33.3,50,0,100,80,75,0
S0027,Surgery,2023-01-10,50,100,66.7,100,0,80,80,33.3,50,33.3,66.7,100,0,50,50,33.3,80,66.7,80,100
S0028,CAS Proctored,2022-11-15,100,100,75,50,50,NA,100,33.3,75,60,66.7,0,0,100,60,100,33.3,100,NA,66.7
S0028,CAS Proctored,2023-03-15,75,100,50,100,100,100,100,0,80,66.7,100,33.3,50,50,0,40,100,0,100,0
S0028,CBSE,2021-10-15,25,100,50,100,100,50,100,100,66.7,0,0,50,60,66.7,33.3,100,50,50,NA,50
S0028,CBSE,2022-02-10,100,100,50,25,50,50,50,50,50,100,60,57.1,100,100,0,50,66.7,0,66.7,50
S0028,CBSSA,2022-04-20,66.7,50,50,NA,75,NA,100,40,0,60,50,50,100,33.3,0,75,50,25,75,66.7
S0028,CBSSA,2022-05-25,66.7,83.3,0,50,66.7,33.3,75,66.7,100,50,42.9,75,50,NA,0,100,NA,100,40,50
S0028,CCSE,2023-01-20,25,25,100,33.3,50,100,60,0,100,50,33.3,66.7,50,100,66.7,100,75,33.3,0,85.7
S0028,CCSE,2023-05-01,83.3,100,NA,50,100,100,80,100,33.3,66.7,75,100,100,100,0,0,100,50,66.7,100
S0028,CCSSA,2023-06-01,50,50,75,42.9,50,NA,33.3,100,75,66.7,50,80,50,100,NA,0,75,50,0,75
S0028,CCSSA,2023-06-25,66.7,50,60,100,100,100,100,100,0,100,50,50,100,75,50,60,75,66.7,75,66.7
S0028,Family Medicine,2022-08-15,33.3,75,40,100,0,33.3,50,100,50,75,40,50,66.7,40,66.7,66.7,100,NA,100,NA
S0028,Internal Medicine,2022-10-10,100,100,50,100,100,66.7,50,33.3,0,75,75,100,66.7,100,0,50,100,75,83.3,100
S0028,ObGyn,2023-03-20,100,66.7,75,100,83.3,100,50,60,100,50,100,25,85.7,100,66.7,33.3,0,NA,66.7,100
S0028,Surgery,2023-01-10,0,75,0,50,66.7,60,100,66.7,100,100,33.3,50,50,75,100,100,50,60,100,100
S0029,CAS Proctored,2022-11-15,0,100,100,50,33.3,100,66.7,33.3,100,66.7,66.7,100,33.3,42.9,100,66.7,50,NA,66.7,100
S0029,CAS Proctored,2023-03-15,80,0,100,100,75,50,50,66.7,50,50,75,50,NA,66.7,50,0,100,100,100,100
S0029,CBSE,2021-10-15,16.7,75,100,50,50,66.7,75,100,75,50,80,33.3,100,100,0,100,40,100,100,50
S0029,CBSE,2022-02-10,60,100,66.7,50,100,66.7,50,50,50,100,100,75,0,50,75,80,50,50,50,66.7
S0029,CBSSA,2022-04-20,100,66.7,66.7,66.7,50,100,66.7,66.7,100,66.7,71.4,50,60,100,33.3,0,0,66.7,100,100
S0029,CBSSA,2022-05-25,40,100,100,0,75,66.7,66.7,75,100,NA,85.7,0,50,66.7,66.7,33.3,66.7,50,60,NA
S0029,CCSE,2023-01-20,60,33.3,75,75,100,75,75,0,100,40,50,100,40,33.3,50,100,60,NA,100,NA
S0029,CCSE,2023-05-01,100,50,NA,80,NA,71.4,100,50,71.4,NA,50,NA,66.7,75,33.3,100,50,87.5,100,50
S0029,CCSSA,2023-06-01,100,50,50,66.7,100,NA,75,87.5,40,66.7,0,50,66.7,50,100,75,50,85.7,66.7,33.3
S0029,CCSSA,2023-06-25,50,33.3,66.7,75,33.3,100,40,50,66.7,100,0,66.7,100,50,100,100,33.3,NA,60,100
S0029,Family Medicine,2022-08-15,50,44.4,100,100,66.7,60,100,0,0,100,NA,33.3,60,83.3,60,50,66.7,50,0,50
S0029,Internal Medicine,2022-10-10,100,50,75,100,50,75,100,100,33.3,100,0,100,100,50,50,33.3,100,100,66.7,100
S0029,ObGyn,2023-03-20,66.7,100,60,100,100,83.3,75,71.4,66.7,33.3,50,66.7,100,100,50,0,66.7,25,100,50
S0029,Surgery,2023-01-10,100,66.7,100,100,66.7,NA,66.7,42.9,0,33.3,50,50,66.7,100,100,100,75,80,66.7,66.7
S0030,CAS Proctored,2022-11-15,100,25,80,100,100,100,100,50,100,75,66.7,50,33.3,100,75,100,60,50,100,100
S0030,CAS Proctored,2023-03-15,100,0,66.7,0,75,100,33.3,75,100,100,60,80,100,0,50,50,50,75,0,100
S0030,CBSE,2021-10-15,75,50,75,50,66.7,100,75,25,50,100,100,100,0,100,0,75,0,75,100,50
